x,y,u,v,p
0.009765625,0.001953125,-9.894984819291579e-06,5.149995074581564e-06,-5.304995612195995e-07
0.013671875,0.001953125,-2.6300160258231133e-05,8.580022917488505e-06,-8.765020413693074e-07
0.017578125,0.001953125,-4.944986723693403e-05,1.1269987015599015e-05,-1.1499985254202444e-06
0.021484375,0.001953125,-7.7950229311781e-05,1.342000790548806e-05,-1.2850004659247894e-06
0.025390625,0.001953125,-0.00011026131377194469,1.4829989719020924e-05,-1.2550008550496968e-06
0.029296875,0.001953125,-0.00015103010886460103,1.6019993610282844e-05,-1.0444981726472812e-06
0.033203125,0.001953125,-0.00018238327531955146,1.6479989841917252e-05,-6.445032947608151e-07
0.037109375,0.001953125,-0.00022036924466648834,1.6779992197150334e-05,-3.959555230008793e-08
0.041015625,0.001953125,-0.00025871974811749886,1.682499117825722e-05,7.764939905804519e-07
0.044921875,0.001953125,-0.00029683921548348064,1.6609987312604434e-05,1.8150072039335315e-06
0.048828125,0.001953125,-0.0003341412313368224,1.6189992913954737e-05,3.0799909477254516e-06
0.052734375,0.001953125,-0.0003700236675092978,1.5449982950297736e-05,4.58001029133283e-06
0.056640625,0.001953125,-0.0004038412273567934,1.4444995653176221e-05,6.329987763044468e-06
0.060546875,0.001953125,-0.0004348930999426252,1.3109977994053596e-05,8.335013634735406e-06
0.064453125,0.001953125,-0.0004624182400056596,1.144499931911995e-05,1.0599985069890072e-05
0.068359375,0.001953125,-0.00048560101105336504,9.384973769968338e-06,1.3100016589013068e-05
0.072265625,0.001953125,-0.0005035772733702292,6.985004142187407e-06,1.5899980748554317e-05
0.076171875,0.001953125,-0.0005154509001753667,4.149968235133896e-06,1.890002048026214e-05
0.080078125,0.001953125,-0.0005203063308972993,9.169098433337358e-07,2.2149978239721474e-05
0.083984375,0.001953125,-0.0005172542691973915,-2.6900351851254453e-06,2.5600023040294907e-05
0.087890625,0.001953125,-0.0005054594141392434,-6.669983667041587e-06,2.919997706210493e-05
0.091796875,0.001953125,-0.0004794997427075019,-1.2170006635706152e-05,3.295002442271114e-05
0.095703125,0.001953125,-0.00045267602225480813,-1.555997736942924e-05,3.674997578208854e-05
0.099609375,0.001953125,-0.0004105265845433344,-2.0299974584896936e-05,4.054997578333369e-05
0.103515625,0.001953125,-0.00034781410859062814,-2.6500062059338158e-05,4.425011536097303e-05
0.107421875,0.001953125,-0.00029309098594145627,-3.010069308869518e-05,4.7850326625690623e-05
0.111328125,0.001953125,-0.00020498822023353139,-3.614929006778906e-05,5.114969303633755e-05
0.115234375,0.001953125,-0.00013178648846268436,-3.954991485033622e-05,5.414991065026484e-05
0.119140625,0.001953125,-3.5795755718746105e-05,-4.380016753872637e-05,5.680007711211503e-05
0.123046875,0.001953125,6.931379596808389e-05,-4.770049196282039e-05,5.8950173118259436e-05
0.126953125,0.001953125,0.0002006422049820658,-5.184953103097779e-05,6.049988509982626e-05
0.130859375,0.001953125,0.000302538664758715,-5.379992637157689e-05,6.144998110597066e-05
0.134765625,0.001953125,0.00042761866514968343,-5.5850046750561676e-05,6.175000035839945e-05
0.138671875,0.001953125,0.0005563296172086664,-5.695008433382069e-05,6.129992350228403e-05
0.142578125,0.001953125,0.0007069523547691503,-5.7449969024047586e-05,6.010015391703056e-05
0.146484375,0.001953125,0.0008176623492905264,-5.714998192726667e-05,5.815007716331497e-05
0.150390625,0.001953125,0.0009663615115868711,-5.579994439520758e-05,5.549989790064551e-05
0.154296875,0.001953125,0.0010917793672120689,-5.389987506590004e-05,5.204963548385084e-05
0.158203125,0.001953125,0.0011942712519608855,-5.215008689381676e-05,4.800042273423485e-05
0.162109375,0.001953125,0.0013099736037318582,-4.9400017922908676e-05,4.3250160317440185e-05
0.166015625,0.001953125,0.001419021930340966,-4.634981561859677e-05,3.789982744493969e-05
0.169921875,0.001953125,0.0015208217642518921,-4.304947818888384e-05,3.209940501790437e-05
0.173828125,0.001953125,0.001615063546567258,-3.970013190106437e-05,2.5800633896552596e-05
