x,y,u,v,p,
3.4875,1.4625,0.85601,-0.334033,1.03657,
3.5125,1.4625,0.893945,-0.331143,1.00853,
3.5375,1.4625,0.92993,-0.325388,0.980394,
3.5625,1.4625,0.963642,-0.316938,0.952502,
3.5875,1.4625,0.994821,-0.306025,0.925186,
3.6125,1.4625,1.02328,-0.292928,0.898746,
3.6375,1.4625,1.04891,-0.277962,0.873448,
3.6625,1.4625,1.07167,-0.261459,0.849507,
3.6875,1.4625,1.09159,-0.243753,0.827094,
3.7125,1.4625,1.10876,-0.225167,0.806329,
3.7375,1.4625,1.12333,-0.206004,0.787283,
3.7625,1.4625,1.13547,-0.186532,0.769986,
3.7875,1.4625,1.14538,-0.166985,0.75443,
3.8125,1.4625,1.1533,-0.147559,0.740576,
3.8375,1.4625,1.15944,-0.128409,0.728363,
3.8625,1.4625,1.16402,-0.109655,0.717711,
3.8875,1.4625,1.16726,-0.0913799,0.70853,
3.9125,1.4625,1.16937,-0.0736385,0.700725,
3.9375,1.4625,1.17052,-0.0564576,0.6942,
3.9625,1.4625,1.17088,-0.039842,0.68886,
3.9875,1.4625,1.1706,-0.023778,0.684617,
4.0125,1.4625,1.1698,-0.0082373,0.681387,
4.0375,1.4625,1.1686,0.0068203,0.679098,
4.0625,1.4625,1.16707,0.0214435,0.677686,
4.0875,1.4625,1.16529,0.0356872,0.677096,
4.1125,1.4625,1.16332,0.0496106,0.677285,
4.1375,1.4625,1.16119,0.0632752,0.678219,
4.1625,1.4625,1.15894,0.0767434,0.679877,
4.1875,1.4625,1.15657,0.0900774,0.682244,
4.2125,1.4625,1.15409,0.103338,0.685319,
4.2375,1.4625,1.15149,0.116582,0.689108,
4.2625,1.4625,1.14875,0.129866,0.693628,
4.2875,1.4625,1.14584,0.14324,0.698901,
4.3125,1.4625,1.14273,0.156749,0.704959,
4.3375,1.4625,1.13937,0.170434,0.71184,
4.3625,1.4625,1.13572,0.18433,0.719589,
4.3875,1.4625,1.13173,0.198463,0.728253,
4.4125,1.4625,1.12733,0.212856,0.737882,
4.4375,1.4625,1.12247,0.227523,0.748531,
4.4625,1.4625,1.1171,0.242474,0.760251,
4.4875,1.4625,1.11114,0.257711,0.773095,
4.5125,1.4625,1.10455,0.273233,0.787113,
4.5375,1.4625,1.09727,0.289033,0.802349,
4.5625,1.4625,1.08925,0.305104,0.818846,
4.5875,1.4625,1.08043,0.321433,0.836639,
4.6125,1.4625,1.07076,0.338009,0.855757,
4.6375,1.4625,1.06021,0.35482,0.876223,
4.6625,1.4625,1.04872,0.371858,0.898055,
4.6875,1.4625,1.03626,0.389113,0.921262,
4.7125,1.4625,1.02277,0.406581,0.945847,
4.7375,1.4625,1.00823,0.42426,0.971807,
4.7625,1.4625,0.992583,0.442153,0.999133,
4.7875,1.4625,0.975786,0.460267,1.02781,
4.8125,1.4625,0.957791,0.478611,1.05781,
4.8375,1.4625,0.938545,0.4972,1.08911,
4.8625,1.4625,0.917991,0.516051,1.12166,
4.8875,1.4625,0.896068,0.535187,1.15542,
4.9125,1.4625,0.872709,0.554631,1.19034,
4.9375,1.4625,0.847842,0.574411,1.22633,
4.9625,1.4625,0.82139,0.594555,1.26332,
4.9875,1.4625,0.793273,0.615094,1.3012,
5.0125,1.4625,0.763405,0.63606,1.33985,
5.0375,1.4625,0.731702,0.657483,1.37913,
5.0625,1.4625,0.698075,0.679392,1.41885,
5.0875,1.4625,0.662442,0.701809,1.45882,
5.1125,1.4625,0.624727,0.724738,1.49879,
5.1375,1.4625,0.584872,0.748155,1.53849,
5.1625,1.4625,0.542842,0.77197,1.57759,
5.1875,1.4625,0.498644,0.795976,1.61574,
5.2125,1.4625,0.452353,0.819753,1.65252,
5.2375,1.4625,0.40414,0.842523,1.68751,
5.2625,1.4625,0.354318,0.862939,1.72023,
5.2875,1.4625,0.303394,0.878806,1.75026,
5.3125,1.4625,0.252118,0.886762,1.77719,
5.3375,1.4625,0.201526,0.881978,1.80076,
5.3625,1.4625,0.152962,0.857968,1.8209,
5.3875,1.4625,0.108051,0.806626,1.83784,
5.4125,1.4625,0.0686402,0.718585,1.85215,
5.4375,1.4625,0.0366798,0.583935,1.86473,
5.4625,1.4625,0.0140938,0.393223,1.87671,
5.4875,1.4625,0.0026963,0.136126,1.88653,
5.5125,1.4625,-0.00479827,-0.1726,1.88293,
5.5375,1.4625,-0.017533,-0.363122,1.87582,
5.5625,1.4625,-0.0127221,-0.569587,1.86421,
5.5875,1.4625,1.03843e-05,-8.23953e-06,1.85133,
5.6125,1.4625,8.70045e-06,-9.48542e-06,1.83677,
5.6375,1.4625,6.90964e-06,-1.03225e-05,1.81967,
5.6625,1.4625,5.11227e-06,-1.07692e-05,1.79946,
5.6875,1.4625,3.39109e-06,-1.08682e-05,1.7759,
5.7125,1.4625,1.80741e-06,-1.06764e-05,1.74902,
5.7375,1.4625,4.00734e-07,-1.02568e-05,1.71909,
5.7625,1.4625,-8.08967e-07,-9.6716e-06,1.68647,
5.7875,1.4625,-1.81763e-06,-8.97708e-06,1.65161,
5.8125,1.4625,-2.63295e-06,-8.22142e-06,1.61494,
5.8375,1.4625,-3.2705e-06,-7.4435e-06,1.5769,
5.8625,1.4625,-3.75032e-06,-6.67302e-06,1.53789,
5.8875,1.4625,-4.09434e-06,-5.93147e-06,1.49829,
5.9125,1.4625,-4.32449e-06,-5.23332e-06,1.4584,
5.9375,1.4625,-4.46144e-06,-4.58738e-06,1.41851,
5.9625,1.4625,-4.52388e-06,-3.99811e-06,1.25438,
5.9875,1.4625,-4.52818e-06,-3.46671e-06,0.169536,
6.0125,1.4625,-4.4883e-06,-2.99214e-06,0.153333,
6.0375,1.4625,-4.41595e-06,-2.57183e-06,-0.221823,
6.0625,1.4625,-4.32071e-06,-2.20227e-06,-0.188655,
6.0875,1.4625,-4.21036e-06,-1.87945e-06,-0.189306,
6.1125,1.4625,-4.09113e-06,-1.59915e-06,-0.189851,
6.1375,1.4625,-3.96795e-06,-1.35716e-06,-0.190293,
6.1625,1.4625,-3.84471e-06,-1.14933e-06,-0.190636,
6.1875,1.4625,-3.72448e-06,-9.71721e-07,-0.190884,
6.2125,1.4625,-3.60966e-06,-8.20557e-07,-0.191035,
6.2375,1.4625,-3.50216e-06,-6.92258e-07,-0.191089,
6.2625,1.4625,-3.40344e-06,-5.83437e-07,-0.191038,
6.2875,1.4625,-3.3146e-06,-4.90921e-07,-0.190871,
6.3125,1.4625,-3.23638e-06,-4.11825e-07,-0.190571,
6.3375,1.4625,-3.16917e-06,-3.43682e-07,-0.190114,
6.3625,1.4625,-3.11299e-06,-2.84652e-07,-0.189468,
6.3875,1.4625,-3.06759e-06,-2.33795e-07,-0.188596,
6.4125,1.4625,0.00492612,-1.91365e-07,-0.187452,
6.4375,1.4625,0.0073535,0.044617,-0.185989,
6.4625,1.4625,0.00315969,0.0270161,-0.184266,
6.4875,1.4625,0.000732334,0.0122241,-0.18306,
6.5125,1.4625,-0.000547555,-0.00916605,-0.182352,
6.5375,1.4625,-0.00275022,-0.0287821,-0.184155,
6.5625,1.4625,-0.00696077,-0.0453209,-0.185977,
6.5875,1.4625,-0.0127635,-0.0591142,-0.18743,
6.6125,1.4625,-0.0197829,-0.0703648,-0.188566,
6.6375,1.4625,-0.0276806,-0.0793075,-0.189433,
6.6625,1.4625,-0.0361608,-0.0861944,-0.190074,
6.6875,1.4625,-0.0449706,-0.0912822,-0.190529,
6.7125,1.4625,-0.0538996,-0.094821,-0.190829,
6.7375,1.4625,-0.0627767,-0.0970469,-0.190998,
6.7625,1.4625,-0.071466,-0.0981762,-0.191052,
6.7875,1.4625,-0.0798622,-0.0984024,-0.191002,
6.8125,1.4625,-0.087886,-0.0978951,-0.190855,
6.8375,1.4625,-0.0954799,-0.0968004,-0.190613,
6.8625,1.4625,-0.102604,-0.0952416,-0.190275,
6.8875,1.4625,-0.109231,-0.0933218,-0.189837,
6.9125,1.4625,-0.115347,-0.091126,-0.189298,
6.9375,1.4625,-0.120944,-0.0887231,-0.188651,
6.9625,1.4625,-0.126022,-0.0861686,-0.187892,
6.9875,1.4625,-0.130587,-0.0835067,-0.187017,
7.0125,1.4625,-0.134644,-0.0807723,-0.186021,
7.0375,1.4625,-0.138206,-0.0779925,-0.184901,
7.0625,1.4625,-0.141283,-0.0751882,-0.183652,
7.0875,1.4625,-0.143889,-0.0723755,-0.182274,
7.1125,1.4625,-0.146037,-0.0695663,-0.180763,
7.1375,1.4625,-0.147741,-0.0667695,-0.179118,
7.1625,1.4625,-0.149015,-0.0639918,-0.177339,
7.1875,1.4625,-0.149873,-0.0612376,-0.175424,
7.2125,1.4625,-0.150329,-0.0585101,-0.173374,
7.2375,1.4625,-0.150394,-0.0558115,-0.17119,
7.2625,1.4625,-0.150082,-0.053143,-0.168872,
7.2875,1.4625,-0.149405,-0.0505051,-0.166422,
7.3125,1.4625,-0.148375,-0.0478981,-0.163842,
7.3375,1.4625,-0.147002,-0.0453218,-0.161133,
7.3625,1.4625,-0.145299,-0.0427757,-0.158298,
7.3875,1.4625,-0.143275,-0.0402595,-0.15534,
7.4125,1.4625,-0.140939,-0.0377724,-0.15226,
7.4375,1.4625,-0.138303,-0.0353137,-0.149063,
7.4625,1.4625,-0.135374,-0.0328826,-0.145751,
7.4875,1.4625,-0.132163,-0.0304786,-0.142327,
7.5125,1.4625,-0.128677,-0.0281009,-0.138795,
7.5375,1.4625,-0.124925,-0.0257487,-0.135159,
7.5625,1.4625,-0.120915,-0.0234216,-0.131422,
7.5875,1.4625,-0.116655,-0.0211188,-0.127589,
7.6125,1.4625,-0.112151,-0.0188399,-0.123662,
7.6375,1.4625,-0.107413,-0.0165844,-0.119646,
7.6625,1.4625,-0.102447,-0.0143518,-0.115546,
7.6875,1.4625,-0.0972595,-0.0121418,-0.111365,
7.7125,1.4625,-0.091858,-0.00995408,-0.107107,
7.7375,1.4625,-0.0862491,-0.00778835,-0.102777,
7.7625,1.4625,-0.0804394,-0.0056444,-0.0983789,
7.7875,1.4625,-0.0744354,-0.00352206,-0.0939168,
7.8125,1.4625,-0.0682434,-0.0014212,-0.0893953,
7.8375,1.4625,-0.0618697,0.000658264,-0.0848185,
7.8625,1.4625,-0.0553205,0.00271636,-0.0801906,
7.8875,1.4625,-0.0486018,0.00475309,-0.0755161,
7.9125,1.4625,-0.0417197,0.00676841,-0.0707991,
7.9375,1.4625,-0.03468,0.00876225,-0.0660439,
7.9625,1.4625,-0.0274886,0.0107345,-0.0612547,
7.9875,1.4625,-0.0201513,0.012685,-0.0564356,
8.0125,1.4625,-0.0126737,0.0146137,-0.0515906,
8.0375,1.4625,-0.00506148,0.0165203,-0.046724,
8.0625,1.4625,0.00267982,0.0184046,-0.0418397,
8.0875,1.4625,0.0105447,0.0202663,-0.0369415,
8.1125,1.4625,0.0185277,0.0221053,-0.0320335,
8.1375,1.4625,0.0266235,0.0239213,-0.0271193,
8.1625,1.4625,0.0348267,0.0257139,-0.0222028,
8.1875,1.4625,0.0431321,0.0274829,-0.0172875,
8.2125,1.4625,0.0515346,0.029228,-0.0123771,
8.2375,1.4625,0.0600289,0.0309488,-0.00747492,
8.2625,1.4625,0.0686101,0.032645,-0.00258443,
8.2875,1.4625,0.077273,0.0343163,0.0022911,
8.3125,1.4625,0.0860129,0.0359623,0.00714848,
8.3375,1.4625,0.0948247,0.0375828,0.0119846,
8.3625,1.4625,0.103704,0.0391773,0.0167965,
8.3875,1.4625,0.112645,0.0407455,0.0215812,
8.4125,1.4625,0.121644,0.0422872,0.0263361,
8.4375,1.4625,0.130697,0.0438019,0.0310583,
8.4625,1.4625,0.139798,0.0452894,0.0357453,
8.4875,1.4625,0.148943,0.0467492,0.0403947,
8.5125,1.4625,0.158127,0.0481812,0.0450041,
8.5375,1.4625,0.167348,0.049585,0.0495712,
8.5625,1.4625,0.176599,0.0509603,0.0540939,
8.5875,1.4625,0.185877,0.0523068,0.0585701,
8.6125,1.4625,0.195178,0.0536243,0.0629979,
8.6375,1.4625,0.204498,0.0549124,0.0673754,
8.6625,1.4625,0.213833,0.0561711,0.071701,
8.6875,1.4625,0.223179,0.0574,0.075973,
8.7125,1.4625,0.232533,0.0585989,0.0801899,
8.7375,1.4625,0.241889,0.0597676,0.0843503,
8.7625,1.4625,0.251246,0.060906,0.0884529,
8.7875,1.4625,0.260599,0.0620139,0.0924964,
8.8125,1.4625,0.269945,0.0630912,0.0964797,
8.8375,1.4625,0.279281,0.0641377,0.100402,
8.8625,1.4625,0.288603,0.0651534,0.104262,
8.8875,1.4625,0.297908,0.0661382,0.108059,
8.9125,1.4625,0.307193,0.0670919,0.111792,
8.9375,1.4625,0.316455,0.0680147,0.115461,
8.9625,1.4625,0.325691,0.0689064,0.119065,
8.9875,1.4625,0.334898,0.069767,0.122603,
9.0125,1.4625,0.344074,0.0705967,0.126076,
9.0375,1.4625,0.353215,0.0713954,0.129482,
9.0625,1.4625,0.36232,0.0721632,0.132822,
9.0875,1.4625,0.371385,0.0729002,0.136095,
9.1125,1.4625,0.380408,0.0736065,0.139301,
9.1375,1.4625,0.389387,0.0742822,0.142441,
9.1625,1.4625,0.39832,0.0749275,0.145513,
9.1875,1.4625,0.407204,0.0755426,0.148519,
9.2125,1.4625,0.416038,0.0761276,0.151458,
9.2375,1.4625,0.424819,0.0766828,0.154331,
9.2625,1.4625,0.433545,0.0772084,0.157137,
9.2875,1.4625,0.442216,0.0777046,0.159877,
9.3125,1.4625,0.450828,0.0781717,0.162552,
9.3375,1.4625,0.45938,0.07861,0.165161,
9.3625,1.4625,0.467871,0.0790198,0.167706,
9.3875,1.4625,0.476299,0.0794014,0.170187,
9.4125,1.4625,0.484662,0.0797552,0.172603,
9.4375,1.4625,0.49296,0.0800814,0.174957,
9.4625,1.4625,0.501191,0.0803805,0.177247,
9.4875,1.4625,0.509354,0.0806529,0.179476,
9.5125,1.4625,0.517448,0.0808989,0.181643,
9.5375,1.4625,0.525471,0.0811189,0.18375,
9.5625,1.4625,0.533423,0.0813135,0.185797,
9.5875,1.4625,0.541302,0.0814829,0.187785,
9.6125,1.4625,0.549109,0.0816276,0.189714,
9.6375,1.4625,0.556841,0.0817481,0.191585,
9.6625,1.4625,0.564499,0.0818449,0.1934,
9.6875,1.4625,0.572082,0.0819184,0.195158,
9.7125,1.4625,0.579589,0.081969,0.196861,
9.7375,1.4625,0.587019,0.0819974,0.19851,
9.7625,1.4625,0.594372,0.082004,0.200106,
9.7875,1.4625,0.601648,0.0819892,0.201649,
9.8125,1.4625,0.608847,0.0819535,0.20314,
9.8375,1.4625,0.615967,0.0818976,0.20458,
9.8625,1.4625,0.623009,0.0818219,0.20597,
9.8875,1.4625,0.629973,0.0817268,0.207311,
9.9125,1.4625,0.636858,0.081613,0.208604,
9.9375,1.4625,0.643664,0.081481,0.20985,
9.9625,1.4625,0.650392,0.0813312,0.21105,
9.9875,1.4625,0.657041,0.0811642,0.212204,
10.0125,1.4625,0.663611,0.0809805,0.213313,
10.0375,1.4625,0.670102,0.0807807,0.214379,
10.0625,1.4625,0.676515,0.0805652,0.215402,
10.0875,1.4625,0.68285,0.0803346,0.216383,
10.1125,1.4625,0.689106,0.0800893,0.217324,
10.1375,1.4625,0.695284,0.07983,0.218224,
10.1625,1.4625,0.701385,0.0795571,0.219086,
10.1875,1.4625,0.707408,0.0792711,0.219909,
10.2125,1.4625,0.713354,0.0789725,0.220694,
10.2375,1.4625,0.719224,0.0786618,0.221444,
10.2625,1.4625,0.725017,0.0783396,0.222157,
10.2875,1.4625,0.730734,0.0780062,0.222836,
10.3125,1.4625,0.736376,0.0776622,0.223481,
10.3375,1.4625,0.741943,0.0773081,0.224092,
10.3625,1.4625,0.747436,0.0769444,0.224671,
10.3875,1.4625,0.752854,0.0765714,0.225219,
10.4125,1.4625,0.758199,0.0761897,0.225736,
10.4375,1.4625,0.763472,0.0757997,0.226223,
10.4625,1.4625,0.768672,0.0754018,0.226681,
10.4875,1.4625,0.7738,0.0749965,0.22711,
10.5125,1.4625,0.778858,0.0745842,0.227511,
10.5375,1.4625,0.783845,0.0741653,0.227886,
10.5625,1.4625,0.788762,0.0737402,0.228234,
10.5875,1.4625,0.793611,0.0733094,0.228557,
10.6125,1.4625,0.798391,0.0728732,0.228855,
10.6375,1.4625,0.803103,0.0724321,0.229129,
10.6625,1.4625,0.807748,0.0719863,0.229379,
10.6875,1.4625,0.812328,0.0715362,0.229607,
10.7125,1.4625,0.816841,0.0710823,0.229812,
10.7375,1.4625,0.82129,0.0706248,0.229995,
10.7625,1.4625,0.825675,0.0701642,0.230158,
10.7875,1.4625,0.829996,0.0697006,0.2303,
10.8125,1.4625,0.834255,0.0692345,0.230422,
10.8375,1.4625,0.838452,0.0687662,0.230526,
10.8625,1.4625,0.842588,0.0682959,0.23061,
10.8875,1.4625,0.846663,0.067824,0.230676,
10.9125,1.4625,0.85068,0.0673508,0.230725,
10.9375,1.4625,0.854637,0.0668764,0.230756,
10.9625,1.4625,0.858536,0.0664013,0.230771,
10.9875,1.4625,0.862378,0.0659255,0.23077,
11.0125,1.4625,0.866164,0.0654495,0.230753,
11.0375,1.4625,0.869894,0.0649734,0.230722,
11.0625,1.4625,0.873569,0.0644975,0.230675,
11.0875,1.4625,0.87719,0.064022,0.230614,
11.1125,1.4625,0.880758,0.0635471,0.230539,
11.1375,1.4625,0.884273,0.063073,0.230451,
11.1625,1.4625,0.887736,0.0625999,0.23035,
11.1875,1.4625,0.891148,0.062128,0.230236,
11.2125,1.4625,0.89451,0.0616575,0.23011,
11.2375,1.4625,0.897822,0.0611885,0.229972,
11.2625,1.4625,0.901086,0.0607213,0.229823,
11.2875,1.4625,0.904301,0.0602559,0.229662,
11.3125,1.4625,0.907469,0.0597926,0.229491,
11.3375,1.4625,0.91059,0.0593315,0.229309,
11.3625,1.4625,0.913666,0.0588727,0.229117,
11.3875,1.4625,0.916696,0.0584163,0.228915,
11.4125,1.4625,0.919682,0.0579625,0.228704,
11.4375,1.4625,0.922625,0.0575114,0.228483,
11.4625,1.4625,0.925524,0.0570631,0.228254,
11.4875,1.4625,0.928381,0.0566176,0.228015,
11.5125,1.4625,0.931196,0.0561752,0.227769,
11.5375,1.4625,0.93397,0.0557359,0.227514,
11.5625,1.4625,0.936704,0.0552998,0.227251,
11.5875,1.4625,0.939399,0.0548669,0.22698,
11.6125,1.4625,0.942054,0.0544373,0.226702,
11.6375,1.4625,0.944672,0.0540112,0.226417,
11.6625,1.4625,0.947251,0.0535885,0.226125,
11.6875,1.4625,0.949794,0.0531693,0.225825,
11.7125,1.4625,0.9523,0.0527537,0.22552,
11.7375,1.4625,0.954771,0.0523418,0.225207,
11.7625,1.4625,0.957206,0.0519335,0.224889,
11.7875,1.4625,0.959607,0.0515289,0.224565,
11.8125,1.4625,0.961974,0.0511281,0.224234,
11.8375,1.4625,0.964307,0.050731,0.223898,
11.8625,1.4625,0.966608,0.0503378,0.223557,
11.8875,1.4625,0.968877,0.0499483,0.223209,
11.9125,1.4625,0.971114,0.0495628,0.222857,
11.9375,1.4625,0.97332,0.0491811,0.2225,
11.9625,1.4625,0.975495,0.0488033,0.222138,
11.9875,1.4625,0.977641,0.0484293,0.22177,
12.0125,1.4625,0.979757,0.0480593,0.221399,
12.0375,1.4625,0.981844,0.0476932,0.221022,
12.0625,1.4625,0.983903,0.047331,0.220641,
12.0875,1.4625,0.985934,0.0469726,0.220256,
12.1125,1.4625,0.987937,0.0466182,0.219867,
12.1375,1.4625,0.989914,0.0462676,0.219473,
12.1625,1.4625,0.991864,0.045921,0.219076,
12.1875,1.4625,0.993789,0.0455781,0.218675,
12.2125,1.4625,0.995687,0.0452392,0.218269,
12.2375,1.4625,0.997561,0.044904,0.21786,
12.2625,1.4625,0.999411,0.0445727,0.217448,
12.2875,1.4625,1.00124,0.0442452,0.217032,
12.3125,1.4625,1.00304,0.0439214,0.216612,
12.3375,1.4625,1.00482,0.0436014,0.216189,
12.3625,1.4625,1.00657,0.0432851,0.215763,
12.3875,1.4625,1.0083,0.0429725,0.215334,
12.4125,1.4625,1.01002,0.0426636,0.214901,
12.4375,1.4625,1.0117,0.0423583,0.214466,
12.4625,1.4625,1.01337,0.0420566,0.214027,
12.4875,1.4625,1.01502,0.0417585,0.213585,
12.5125,1.4625,1.01665,0.0414639,0.213141,
12.5375,1.4625,1.01825,0.0411728,0.212693,
12.5625,1.4625,1.01984,0.0408852,0.212243,
12.5875,1.4625,1.02141,0.040601,0.21179,
12.6125,1.4625,1.02296,0.0403203,0.211335,
12.6375,1.4625,1.02449,0.0400428,0.210876,
12.6625,1.4625,1.026,0.0397688,0.210416,
12.6875,1.4625,1.0275,0.0394979,0.209952,
12.7125,1.4625,1.02897,0.0392304,0.209486,
12.7375,1.4625,1.03043,0.038966,0.209018,
12.7625,1.4625,1.03187,0.0387048,0.208547,
12.7875,1.4625,1.0333,0.0384467,0.208074,
12.8125,1.4625,1.03471,0.0381917,0.207599,
12.8375,1.4625,1.0361,0.0379397,0.207121,
12.8625,1.4625,1.03748,0.0376908,0.206642,
12.8875,1.4625,1.03884,0.0374448,0.206159,
12.9125,1.4625,1.04018,0.0372017,0.205675,
12.9375,1.4625,1.04152,0.0369614,0.205189,
12.9625,1.4625,1.04283,0.0367241,0.2047,
12.9875,1.4625,1.04414,0.0364894,0.204209,
13.0125,1.4625,1.04542,0.0362576,0.203717,
13.0375,1.4625,1.0467,0.0360284,0.203222,
13.0625,1.4625,1.04796,0.035802,0.202725,
13.0875,1.4625,1.0492,0.0355781,0.202227,
13.1125,1.4625,1.05044,0.0353568,0.201726,
13.1375,1.4625,1.05166,0.0351381,0.201223,
13.1625,1.4625,1.05287,0.0349218,0.200719,
13.1875,1.4625,1.05406,0.034708,0.200212,
13.2125,1.4625,1.05525,0.0344967,0.199704,
13.2375,1.4625,1.05642,0.0342877,0.199194,
13.2625,1.4625,1.05758,0.034081,0.198682,
13.2875,1.4625,1.05872,0.0338766,0.198168,
13.3125,1.4625,1.05986,0.0336745,0.197653,
13.3375,1.4625,1.06098,0.0334746,0.197136,
13.3625,1.4625,1.0621,0.0332769,0.196617,
13.3875,1.4625,1.0632,0.0330814,0.196096,
13.4125,1.4625,1.06429,0.0328879,0.195574,
13.4375,1.4625,1.06537,0.0326965,0.19505,
13.4625,1.4625,1.06645,0.0325071,0.194524,
13.4875,1.4625,1.06751,0.0323197,0.193997,
13.5125,1.4625,1.06856,0.0321343,0.193468,
13.5375,1.4625,1.0696,0.0319508,0.192938,
13.5625,1.4625,1.07063,0.0317692,0.192406,
13.5875,1.4625,1.07165,0.0315894,0.191872,
13.6125,1.4625,1.07267,0.0314114,0.191337,
13.6375,1.4625,1.07367,0.0312353,0.1908,
13.6625,1.4625,1.07466,0.0310608,0.190262,
13.6875,1.4625,1.07565,0.0308881,0.189722,
13.7125,1.4625,1.07663,0.0307171,0.189181,
13.7375,1.4625,1.07759,0.0305477,0.188638,
13.7625,1.4625,1.07855,0.0303799,0.188094,
13.7875,1.4625,1.07951,0.0302138,0.187548,
13.8125,1.4625,1.08045,0.0300491,0.187001,
13.8375,1.4625,1.08139,0.029886,0.186452,
13.8625,1.4625,1.08231,0.0297244,0.185903,
13.8875,1.4625,1.08323,0.0295643,0.185351,
13.9125,1.4625,1.08414,0.0294056,0.184799,
13.9375,1.4625,1.08505,0.0292483,0.184245,
13.9625,1.4625,1.08595,0.0290925,0.183689,
13.9875,1.4625,1.08684,0.0289379,0.183132,
14.0125,1.4625,1.08772,0.0287847,0.182574,
14.0375,1.4625,1.08859,0.0286328,0.182015,
14.0625,1.4625,1.08946,0.0284822,0.181454,
14.0875,1.4625,1.09032,0.0283328,0.180893,
14.1125,1.4625,1.09118,0.0281847,0.180329,
14.1375,1.4625,1.09203,0.0280378,0.179765,
14.1625,1.4625,1.09287,0.027892,0.179199,
14.1875,1.4625,1.0937,0.0277475,0.178632,
14.2125,1.4625,1.09453,0.027604,0.178064,
14.2375,1.4625,1.09536,0.0274617,0.177495,
14.2625,1.4625,1.09617,0.0273204,0.176924,
14.2875,1.4625,1.09698,0.0271803,0.176353,
14.3125,1.4625,1.09779,0.0270412,0.17578,
14.3375,1.4625,1.09859,0.0269031,0.175206,
14.3625,1.4625,1.09938,0.026766,0.174631,
14.3875,1.4625,1.10017,0.0266299,0.174054,
14.4125,1.4625,1.10095,0.0264948,0.173477,
14.4375,1.4625,1.10172,0.0263607,0.172898,
14.4625,1.4625,1.10249,0.0262274,0.172319,
14.4875,1.4625,1.10326,0.0260951,0.171738,
14.5125,1.4625,1.10402,0.0259637,0.171156,
14.5375,1.4625,1.10477,0.0258332,0.170573,
14.5625,1.4625,1.10552,0.0257036,0.16999,
14.5875,1.4625,1.10627,0.0255748,0.169405,
14.6125,1.4625,1.10701,0.0254468,0.168819,
14.6375,1.4625,1.10774,0.0253197,0.168232,
14.6625,1.4625,1.10847,0.0251934,0.167644,
14.6875,1.4625,1.10919,0.0250679,0.167055,
14.7125,1.4625,1.10991,0.0249431,0.166465,
14.7375,1.4625,1.11063,0.0248191,0.165874,
14.7625,1.4625,1.11134,0.0246959,0.165283,
14.7875,1.4625,1.11204,0.0245733,0.16469,
14.8125,1.4625,1.11275,0.0244516,0.164096,
14.8375,1.4625,1.11344,0.0243305,0.163502,
14.8625,1.4625,1.11414,0.0242101,0.162906,
14.8875,1.4625,1.11482,0.0240904,0.16231,
14.9125,1.4625,1.11551,0.0239714,0.161713,
14.9375,1.4625,1.11619,0.0238531,0.161115,
14.9625,1.4625,1.11686,0.0237354,0.160516,
14.9875,1.4625,1.11754,0.0236184,0.159916,
15.0125,1.4625,1.1182,0.0235019,0.159315,
15.0375,1.4625,1.11887,0.0233862,0.158714,
15.0625,1.4625,1.11953,0.023271,0.158112,
15.0875,1.4625,1.12018,0.0231564,0.157509,
15.1125,1.4625,1.12083,0.0230424,0.156905,
15.1375,1.4625,1.12148,0.022929,0.1563,
15.1625,1.4625,1.12213,0.0228162,0.155695,
15.1875,1.4625,1.12277,0.022704,0.155089,
15.2125,1.4625,1.1234,0.0225923,0.154482,
15.2375,1.4625,1.12404,0.0224812,0.153874,
15.2625,1.4625,1.12467,0.0223706,0.153266,
15.2875,1.4625,1.12529,0.0222606,0.152657,
15.3125,1.4625,1.12592,0.0221511,0.152047,
15.3375,1.4625,1.12654,0.0220421,0.151437,
15.3625,1.4625,1.12715,0.0219336,0.150826,
15.3875,1.4625,1.12777,0.0218256,0.150214,
15.4125,1.4625,1.12838,0.0217182,0.149601,
15.4375,1.4625,1.12898,0.0216112,0.148988,
15.4625,1.4625,1.12958,0.0215048,0.148375,
15.4875,1.4625,1.13018,0.0213988,0.14776,
15.5125,1.4625,1.13078,0.0212933,0.147145,
15.5375,1.4625,1.13138,0.0211883,0.14653,
15.5625,1.4625,1.13197,0.0210837,0.145913,
15.5875,1.4625,1.13255,0.0209796,0.145297,
15.6125,1.4625,1.13314,0.020876,0.144679,
15.6375,1.4625,1.13372,0.0207728,0.144062,
15.6625,1.4625,1.1343,0.0206701,0.143443,
15.6875,1.4625,1.13487,0.0205678,0.142824,
15.7125,1.4625,1.13545,0.020466,0.142205,
15.7375,1.4625,1.13602,0.0203646,0.141585,
15.7625,1.4625,1.13658,0.0202637,0.140964,
15.7875,1.4625,1.13715,0.0201631,0.140343,
15.8125,1.4625,1.13771,0.020063,0.139721,
15.8375,1.4625,1.13827,0.0199634,0.139099,
15.8625,1.4625,1.13883,0.0198641,0.138477,
15.8875,1.4625,1.13938,0.0197653,0.137854,
15.9125,1.4625,1.13993,0.0196669,0.13723,
15.9375,1.4625,1.14048,0.0195689,0.136606,
15.9625,1.4625,1.14103,0.0194713,0.135982,
15.9875,1.4625,1.14157,0.0193741,0.135357,
16.0125,1.4625,1.14211,0.0192773,0.134732,
